x,y
0,492
30.84572629,484
61.69145258,484
92.53717887,485
123.3829052,486
154.2286314,485
185.0743577,485
215.920084,485
246.7658103,486
277.6115366,486
308.4572629,484
339.3029892,482
370.1487155,483
400.9944418,483
431.8401681,484
462.6858943,484
493.5316206,484
524.3773469,482
555.2230732,483
586.0687995,483
616.9145258,483
647.7602521,484
678.6059784,486
709.4517047,487
740.297431,486
771.1431572,485
801.9888835,484
832.8346098,484
863.6803361,483
894.5260624,483
925.3717887,484
956.217515,484
987.0632413,484
1017.908968,484
1048.754694,484
1079.60042,483
1110.446146,483
1141.291873,483
1172.137599,482
1202.983325,482
1233.829052,484
1264.674778,483
1295.520504,483
1326.36623,483
1357.211957,484
1388.057683,484
1418.903409,483
1449.749136,483
1480.594862,484
1511.440588,484
1542.286314,483
1573.132041,483
1603.977767,484
1634.823493,483
1665.66922,484
1696.514946,484
1727.360672,484
1758.206399,485
1789.052125,484
1819.897851,483
1850.743577,483
1881.589304,484
1912.43503,485
1943.280756,483
1974.126483,483
2004.972209,483
2035.817935,482
2066.663661,482
2097.509388,482
2128.355114,482
2159.20084,482
2190.046567,482
2220.892293,483
2251.738019,484
2282.583745,484
2313.429472,483
2344.275198,484
2375.120924,484
2405.966651,484
2436.812377,485
2467.658103,484
2498.503829,482
2529.349556,483
2560.195282,484
2591.041008,484
2621.886735,484
2652.732461,485
2683.578187,484
2714.423914,484
2745.26964,482
2776.115366,482
2806.961092,482
2837.806819,483
2868.652545,485
2899.498271,486
2930.343998,487
2961.189724,488
2992.03545,485
3022.881176,484
3053,482.1897
3196.05756,482.47073
3322.28477,482.35831
3465.34201,482.75176
3557.90881,482.47073
3751.45713,478.81733
3785.11784,476.85012
3835.6086,472.0726
4045.76576,471.27615
4374.17813,471.62295
4567.72644,472.63466
5316.67465,472.46604
5737.43199,473.75878
6057.20719,473.9274
6166.60435,473.08431
6225.51013,471.06089
6520.04027,470.16159
6738.8346,470.04918
6923.96758,468.64403
7109.10055,466.5644
7134.34625,468.13817
7159.59195,473.75878
7487.78216,472.52225
7664.50076,472.69087
7782.3123,480.89695
7849.63374,482.47073
7950.61524,480.05386
8034.76671,480.05386
8135.74886,478.25527
8196.75842,476.02287
8261.97606,473.59016
8295.63678,471.39813
8371.37259,472.74707
8455.52406,471.28571
8606.99696,470.04918
8699.56344,470.38642
8733.22416,469.48712
8825.79065,471.1733
8901.5271,475.95082
8977.26355,469.93677
9095.07573,468.30679
9297.03875,469.14988
9398.02089,471.00468
9473.75735,473.25293
9532.66312,469.99297
9574.73885,466.67681
9700.96605,466.5644
9860.85397,470.55503
10071.23265,470.83607
10222.70491,471.84777
10348.93211,472.18501
10449.91426,473.81499
10508.82003,473.19672
10702.36866,479.60421
10752.86006,479.09836
10853.84157,481.23419
10857.69565,485
10888.54138,485
10919.38711,485
10950.23283,485
10981.07856,485
11011.92429,485
11042.77001,485
11073.61574,486
11104.46146,486
11135.30719,486
11166.15292,487
11196.99864,488
11227.84437,488
11258.6901,489
11289.53582,488
11320.38155,487
11351.22727,488
11382.073,488
11412.91873,489
11443.76445,490
11474.61018,489
11505.45591,488
11536.30163,489
11567.14736,489
11597.99308,491
11628.83881,490
11659.68454,490
11690.53026,490
11721.37599,489
11752.22172,489
11783.06744,489
11813.91317,490
11844.7589,491
11875.60462,491
11906.45035,490
11937.29607,490
11968.1418,488
11998.98753,487
12029.83325,488
12060.67898,491
12091.52471,492
