x,y
0,492
32.593978,486
65.187955,485
97.781933,485
130.375911,483
162.969889,485
195.563866,487
228.157844,486
260.751822,485
293.345799,486
325.939777,485
358.533755,485
391.127733,488
423.72171,489
456.315688,488
488.909666,487
521.503643,486
554.097621,486
586.691599,485
619.285577,484
651.879554,485
684.473532,487
717.06751,489
749.661487,489
782.255465,488
814.849443,485
834.143306,483.08511
969.944141,478.90071
1078.586087,477.26951
1179.080432,475.07092
1285.006548,473.3688
1388.216833,473.51064
1475.131788,473.15603
1581.057904,473.79433
1714.142799,473.51064
1820.068915,474.21986
2018.33491,474.43263
2102.534026,465.92199
2219.323591,466.06383
2322.533866,465.14184
2401.301212,465.78014
2482.784387,464.29078
2569.699343,465.07092
2670.193688,463.79433
2751.677074,465.21277
2873.898419,463.86525
2974.392655,463.65248
3072.17126,474.21986
3178.097375,474.43263
3284.023501,474.21986
3398.097126,474.64539
3479.580512,472.94326
3601.801847,475
3743.034253,477.83688
3892.414568,478.12057
4060.805743,479.96454
4193.890639,479.46809
4329.691364,480.24823
4438.33353,481.87943
4533.396095,481.17021
4625.742821,481.66667
4769.691266,480.67376
4924.503052,479.46809
5065.735667,479.53901
5174.377612,480.53192
5293.883118,479.89362
5448.695113,480.8156
5611.654619,481.02837
5769.182454,481.31206
5904.98318,479.46809
6043.499745,477.78762
6203.74341,477.9078
6361.271446,478.5461
6499.788011,480.60284
6616.577477,482.58865
6681.765432,485
6714.35941,484
6746.953388,485
6779.547365,484
6812.141343,484
6844.735321,485
6877.329299,485
6909.923276,486
6942.517254,486
6975.111232,487
7007.705209,487
7040.299187,487
7072.893165,487
7105.487143,487
7138.08112,487
7170.675098,488
7203.269076,487
7235.863053,486
7268.457031,487
7301.051009,488
7333.644987,489
7366.238964,488
7398.832942,487
7431.42692,488
7464.020897,488
7496.614875,485
7529.208853,485
7561.802831,487
7594.396808,487
7626.990786,488
7659.584764,486
7692.178742,487
7724.772719,487
7757.366697,487
7789.960675,487
7822.554652,485
7855.14863,486
7887.742608,486
7920.336586,491
7952.930563,492
