x,y
0,492
32.09898609,485
64.19797218,484
96.29695827,485
128.3959444,485
160.4949304,485
192.5939165,485
224.6929026,485
256.7918887,486
288.8908748,487
320.9898609,486
353.088847,484
385.1878331,483
417.2868192,485
449.3858053,485
481.4847913,484
513.5837774,484
545.6827635,484
577.7817496,485
609.8807357,485
641.9797218,484
674.0787079,483
706.177694,482
738.2766801,484
770.3756661,485
802.4746522,485
834.5736383,486
866.6726244,485
898.7716105,485
930.8705966,485
962.9695827,485
995.0685688,485
1027.167555,484
1059.266541,484
1091.365527,485
1123.464513,486
1155.563499,487
1187.662485,486
1219.761471,483
1251.860457,482
1283.959444,483
1316.05843,485
1348.157416,485
1380.256402,484
1412.355388,483
1444.454374,483
1476.55336,484
1508.652346,485
1540.751332,484
1572.850318,482
1604.949304,482
1637.048291,485
1669.147277,485
1701.246263,486
1733.345249,486
1765.444235,481
1797.543221,481
1829.642207,481
1861.741193,481
1893.840179,481
1925.939165,481
1958.038151,481
1990.137138,481
2022.236124,481
2054.33511,481
2086.434096,481
2118.533082,481
2150.632068,481
2182.731054,481
2214.83004,481
2246.929026,481
2279.028012,481
2311.126998,481
2343.225985,481
2375.324971,482
2407.423957,482
2439.522943,482
2471.621929,481
2503.720915,482
2535.819901,484
2567.918887,485
2600.017873,482
2632.116859,481
2664.215845,481
2696.314832,481
2728.413818,481
2760.512804,481
2792.61179,481
2824.710776,481
2856.809762,481
2888.908748,481
2921.007734,481
2953.10672,481
2985.205706,481
3017.304692,481
3049.403678,481
3081.502665,481
3113.601651,481
3145.700637,481
3177.799623,481
3209.898609,481
3241.997595,489
3274.096581,486
3306.195567,484
3338.294553,485
3370.393539,485
3402.492525,485
3434.591512,484
3466.690498,485
3498.789484,485
3530.88847,485
3562.987456,484
3595.086442,485
3627.185428,485
3659.284414,483
3691.3834,483
3723.482386,484
3752.671241,482.28132
3897.629401,479.62175
4036.284661,477.02128
4168.637741,478.73523
4307.293241,479.03073
4508.973701,481.92672
4641.326781,481.4539
4786.284701,480.09456
4887.124941,477.9078
4981.662741,480.39007
5050.990611,481.15839
5177.041031,479.03073
5265.276171,481.15839
6103.511351,481.4539
6147.629281,479.08983
6116.116681,477.9669
6216.956911,472.41135
7093.007371,472.35225
7237.965051,473.17967
7376.620791,472.82506
7427.040661,470.93381
7534.183801,470.46099
7742.166691,471.34752
7943.847641,471.40662
8088.805321,471.28842
8284.183841,470.8156
8429.141531,468.33333
8536.284661,464.01891
8567.797271,464.96454
8611.914721,468.74704
8624.519571,473.06147
8668.637501,473.06147
8712.754951,469.81088
8737.965131,473.00236
8857.713121,472.88416
8983.763531,472.47045
9053.091161,474.06619
9160.233811,471.99764
9286.284221,471.93853
9349.309431,472.76596
9374.519611,470.40189
9431.242871,472.29314
9771.578591,471.82033
10187.54533,471.52482
10319.89769,475.24823
10496.36845,482.04492
10496.36845,481
10528.46744,486
10560.56642,481
10592.66541,481
10624.7644,487
10656.86338,487
10688.96237,486
10721.06135,484
10753.16034,481
10785.25933,481
10817.35831,481
10849.4573,481
10881.55628,485
10913.65527,484
10945.75426,485
10977.85324,485
11009.95223,485
11042.05121,484
11074.1502,485
11106.24919,485
11138.34817,481
11170.44716,481
11202.54615,481
11234.64513,481
11266.74412,481
11298.8431,481
11330.94209,481
11363.04108,481
11395.14006,481
11427.23905,481
11459.33803,481
11491.43702,481
11523.53601,481
11555.63499,484
11587.73398,483
11619.83296,485
11651.93195,487
11684.03094,481
11716.12992,481
11748.22891,481
11780.32789,481
11812.42688,481
11844.52587,481
11876.62485,481
11908.72384,486
11940.82283,485
11972.92181,484
12005.0208,484
12037.11978,484
12069.21877,484
12101.31776,485
12133.41674,485
12165.51573,485
12197.61471,485
12229.7137,484
12261.81269,484
12293.91167,485
12326.01066,486
12358.10964,486
12390.20863,486
12422.30762,488
12454.4066,485
12486.50559,483
12518.60457,483
12550.70356,484
12582.80255,484
12614.90153,485
12647.00052,486
12679.09951,487
12711.19849,486
12743.29748,487
12775.39646,487
12807.49545,487
12839.59444,488
12871.69342,487
12903.79241,488
12935.89139,491
12967.99038,491
13000.08937,491
13032.18835,490
13064.28734,489
13096.38632,489
13128.48531,489
13160.5843,489
13192.68328,491
13224.78227,490
13256.88125,489
13288.98024,489
13321.07923,490
13353.17821,491
13385.2772,490
13417.37619,491
13449.47517,490
13481.57416,490
13513.67314,492
