85000.0,85400.0,85800.0,86200.0,86600.0,87000.0,87400.0,87800.0,88200.0,88600.0,89000.0,89400.0,89800.0,90200.0,90600.0,91000.0,91400.0,91800.0,92200.0,92600.0,93000.0
1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5
1530.601876758833,1531.3079174660731,1532.0058740449215,1532.6959534019722,1533.3783591225124,1534.053291554334,1534.7209478896827,1535.3815222453536,1536.035205741038,1536.682186575913,1537.3226501035626,1537.9567789052526,1538.584752861598,1539.2067492226984,1539.8229426767382,1540.4335054171343,1541.0386072082342,1541.6384154496357,1542.2330952391264,1542.8228094343285,1543.4077187130351
1483.3349875643094,1483.0130359039408,1482.6968624368847,1482.3857715079973,1482.0790796032918,1481.776114890366,1481.4762167701206,1481.1787354394583,1480.8830314645409,1480.5884753643556,1480.294447204201,1480.0003361988108,1479.7055403248048,1479.4094659421582,1479.1115274244155,1478.8111467973688,1478.5077533859103,1478.2007834688325,1477.8896799412923,1477.573891984689,1477.2528747437484
1606.0353962507986,1605.2079679117699,1604.420489296845,1603.6737958062188,1602.9687145249834,1602.3060653441848,1601.6866620529706,1601.1113134029904,1600.5808241462491,1600.09599604747,1599.6576288721103,1599.2665213510036,1598.923472122684,1598.6292806543267,1598.3847481423009,1598.19067839319,1598.047878686179,1597.9571606176894,1597.9193409290565,1597.935242318058,1598.0056942350568
1988.6352931538306,1988.0768704919476,1987.5335264547946,1987.0044002893608,1986.4886217206438,1985.9853089696012,1985.4935668160758,1985.0124847039738,1984.5411348859816,1984.0785706053143,1983.6238243119958,1983.1759059113053,1982.7338010420842,1982.296469382694,1981.8628429824566,1981.4318246165446,1981.0022861622995,1980.5730669950315,1980.1429724014702,1979.7107720090253,1979.275198229123
2338.981069061326,2339.4848207840455,2339.9497669752395,2340.3768373309263,2340.7669702627195,2341.1211160180424,2341.4402397491367,2341.7253245360776,2341.9773743688957,2342.197417093614,2342.3865073269617,2342.5457293442564,2342.6761999448477,2342.7790712993356,2342.855533782702,2342.906818797238,2342.9342015891707,2342.939004062655,2342.922597594743,2342.8864058548215,2342.831907631914
2417.436019390351,2417.9723730022456,2418.4883659462134,2418.9830663859098,2419.4555527198636,2419.9049092188475,2420.3302217162577,2420.7305733425637,2421.105040295054,2421.452687634626,2421.7725651013798,2422.06370294126,2422.325107736094,2422.555758229705,2422.7546011428526,2422.920546970129,2423.052465751993,2423.149182815342,2423.209474476226,2423.2320636983777,2423.2156157014315
2424.2479209345456,2423.6417605565525,2423.062078534499,2422.5094553529916,2421.984464470311,2421.4876774877303,2421.019669262794,2420.5810229805634,2420.1723351964492,2419.794220863743,2419.4473183586724,2419.1322945153734,2418.849849682857,2418.6007228157296,2418.385696610231,2418.2056026967434,2418.061326899812,2417.95381457647,2417.8840760434327,2417.8531921036124,2417.862319682203
2607.509202864639,2606.9661563476316,2606.444599016732,2605.9443031254013,2605.4650319542784,2605.0065343823694,2604.568539512803,2604.150751333427,2603.752843392962,2603.374453474085,2603.015178245245,2602.6745678734414,2602.3521205806765,2602.0472771270865,2601.7594152040506,2601.4878437209372,2601.231796969359,2600.9904286489827,2600.7628057391803,2600.547902200894,2600.3445924932303
2885.103948062405,2885.1180995140844,2885.122116743771,2885.1160375572545,2885.099908192393,2885.0737886017155,2885.037757694426,2884.9919185631275,2884.936403720033,2884.8713803666947,2884.797055720769,2884.7136824228446,2884.62156404592,2884.521060729739,2884.412594961976,2884.296657527893,2884.173813649967,2884.0447093388707,2883.910077977013,2883.770747155891,2883.6276457884615
3082.2705021342376,3082.4026495137277,3082.524491010872,3082.6359762365587,3082.73705601271,3082.8276775761674,3082.907779802153,3082.977288417225,3083.036111172321,3083.084132947178,3083.1212107580186,3083.1471686408363,3083.16179238301,3083.1648240763043,3083.155956464459,3083.1348270587696,3083.101011995136,3083.054019605978,3082.993283680362,3082.9181563855846,3082.8279008231552
3203.5827888816916,3203.4572853880945,3203.334975614692,3203.2158318434263,3203.099825456038,3202.9869309628853,3202.8771300305452,3202.770415541722,3202.666795720273,3202.5662983535153,3202.468975143419,3202.3749062179104,3202.284204833247,3202.1970222982436,3202.1135531511013,3202.034040619592,3201.958782395574,3201.8881367549757,3201.822529054831,3201.762458639299,3201.7085061871608
3344.2691166794743,3343.9971193221904,3343.7343724527136,3343.48090672661,3343.2367523524563,3343.001935861127,3342.77647686428,3342.5603847666475,3342.353655397478,3342.156267527031,3341.968179234458,3341.7893240936514,3341.6196071436925,3341.4589006106294,3341.3070393469334,3341.1638159549198,3341.0289755597573,3340.9022101973246,3340.7831527813532,3340.6713706135747,3340.5663583996547
3535.7599529015556,3535.5507723594947,3535.3462678784376,3535.1463706360028,3534.951010646263,3534.760119250694,3534.573631627739,3534.391489356456,3534.213643069161,3534.0400552274664,3533.870703055915,3533.7055816673187,3533.544707414052,3533.3881214997755,3533.2358938865646,3533.088127532958,3532.944962999274,3532.806583457347,3532.673220142981,3532.545158290564,3532.4227435906705
3732.4389424433157,3732.3742104493263,3732.3070452096936,3732.237479115311,3732.1655461813752,3732.09128021444,3732.0147129570537,3731.935872175833,3731.854779659328,3731.771449092353,3731.6858837734476,3731.598074142076,3731.507995081771,3731.415602964921,3731.320832404197,3731.223592674695,3731.1237637697423,3731.021192052181,3730.9156854613534,3730.807008234546,3730.694875099744
3900.1481877609413,3900.0663755964347,3899.984656483468,3899.902940732715,3899.8211401626136,3899.7391693479794,3899.656946892586,3899.574396757328,3899.4914496752294,3899.4080446843996,3899.324130810212,3899.239668928268,3899.154633840307,3899.0690165959873,3898.9828270944413,3898.8960970006397,3898.8088830131296,3898.7212705211205,3898.6333776907827,3898.545360022603,3898.4574154237657
4058.494472688312,4058.31176650618,4058.1335604806077,4057.959887914673,4057.79078088188,4057.6262694161837,4057.4663806775975,4057.3111380651385,4057.1605602490854,4057.0146600944295,4056.8734434471535,4056.736907754499,4056.6050404895345,4056.477817349411,4056.355200195505,4056.237134702207,4056.123547679453,4056.014344032261,4055.909403318486,4055.8085758636316,4055.7116783891283
4229.278493171291,4229.111550467681,4228.948120230308,4228.788155211325,4228.631608426466,4228.478433629837,4228.328585813187,4228.182021754094,4228.038700637445,4227.8985847747845,4227.761640446539,4227.627838892697,4227.497157478566,4227.369581063257,4227.245103599962,4227.123729998691,4227.00547828395,4226.8903820819305,4226.778493474024,4226.669886256093,4226.564659645591
4408.2565119570945,4408.108324990931,4407.962584235382,4407.819265191307,4407.678344377078,4407.539799069418,4407.403607021765,4407.269746139558,4407.138194091832,4407.00892783821,4406.88192304983,4406.757153402046,4406.634589715659,4406.514198922227,4406.395942827536,4406.2797766455715,4406.165647273411,4406.053491275213,4405.943232541154,4405.834779584346,4405.728022435978
4583.773535970419,4583.641799848522,4583.511742348197,4583.383348569323,4583.256603043158,4583.131489850401,4583.007992758232,4582.886095393254,4582.765781467323,4582.647035073659,4582.529841071218,4582.414185576099,4582.3000565798675,4582.1874447159435,4582.076344196742,4581.9667539459915,4581.858678952671,4581.752131875276,4581.64713492749,4581.54372207926,4581.441941610062
4753.516311527863,4753.373211916019,4753.232763496882,4753.094923278306,4752.959649911221,4752.826903621137,4752.696646125558,4752.568840523779,4752.443451145283,4752.320443342635,4752.199783214047,4752.081437240053,4751.965371817547,4751.851552673223,4751.739944136905,4751.630508253535,4751.523203710576,4751.417984555405,4751.3147986748245,4751.213586006005,4751.1142764453925
4923.683439406995,4923.518438176717,4923.356889055003,4923.1987795093755,4923.0440960181495,4922.892824107722,4922.744948399096,4922.600452674368,4922.459319974067,4922.321532736618,4922.187072991968,4922.055922622009,4921.928063701748,4921.803478936196,4921.6821522095315,4921.56406926472,4921.449218533682,4921.337592140245,4921.229187100429,4921.124006747345,4921.022062410705
5097.03063249374,5096.874610873634,5096.721630538991,5096.571655662922,5096.424651614151,5096.280584913902,5096.139423188271,5096.001135107694,5095.865690305061,5095.73305926351,5095.603213164362,5095.476123684922,5095.3517627348,5095.230102118347,5095.1111131093385,5094.994765922557,5094.8810290651045,5094.769868548268,5094.661246938602,5094.555122224316,5094.451446470458
5270.969764154044,5270.816011730753,5270.665185973059,5270.51725813227,5270.372199376557,5270.229980823034,5270.090573571166,5269.953948743904,5269.8200775431,5269.688931326206,5269.5604817117555,5269.434700721838,5269.311560970784,5269.191035910104,5269.073100141251,5268.957729808952,5268.844903089625,5268.7346007912,5268.626807082623,5268.5215103737555,5268.418704368748
5443.673399941388,5443.517735561606,5443.36512276387,5443.215533187544,5443.068939137125,5442.9253135414865,5442.784629914117,5442.64686230949,5442.5119852705275,5442.379973761722,5442.25080308208,5442.124448751344,5442.000886362151,5441.880091389957,5441.762038951295,5441.646703499792,5441.534058447855,5441.424075700319,5441.316725084481,5441.211973658931,5441.109784881248
5615.725886124565,5615.566190377987,5615.40981276341,5615.256719108652,5615.10687548471,5614.960248227391,5614.81680395712,5614.676509600556,5614.539332417862,5614.405240039837,5614.274200519373,5614.146182402439,5614.021154824345,5613.899087637903,5613.779951581077,5613.663718492778,5613.550361586798,5613.439855795272,5613.3321781947,5613.2273085293955,5613.125229849326
5788.266601631826,5788.10256735606,5787.942009676865,5787.784898887508,5787.631205732866,5787.480901384952,5787.333957420841,5787.190345800257,5787.0500388398905,5786.91300918125,5786.779229748592,5786.648673692881,5786.521314317234,5786.397124978623,5786.276078959685,5786.158149303682,5786.043308604388,5785.931528741567,5785.822780551206,5785.717033418098,5785.614254776478
5961.339881491951,5961.176576828179,5961.016740011488,5960.860336444816,5960.707331889253,5960.557692468098,5960.41138466882,5960.268375344931,5960.128631719995,5959.992121396181,5959.858812370015,5959.728673058432,5959.601672338684,5959.477779606215,5959.356964855386,5959.239198788647,5959.12445296077,5959.012699965807,5958.903913675604,5958.7980695401875,5958.695144961863
