Time,85000.0,85400.0,85800.0,86200.0,86600.0,87000.0,87400.0,87800.0,88200.0,88600.0,89000.0,89400.0,89800.0,90200.0,90600.0,91000.0,91400.0,91800.0,92200.0,92600.0,93000.0
0,26105.106117803636,26224.910586821316,26344.718004768256,26464.528314138075,26584.341458796458,26704.15738394252,26823.976036071424,26943.79736293821,27063.621313522777,27183.447837995984,27303.276887686847,27423.108415050756,27542.942373638703,27662.778718067482,27782.61740399082,27902.458388071387,28022.301627953726,28142.147082237952,28261.99471045432,28381.844473038553,28501.696331307885
300,26105.051303060318,26224.864789407355,26344.679718114272,26464.49628874502,26584.31465835241,26704.13494909697,26823.957254533325,26943.781644801777,27063.608170920656,27183.436868340286,27303.26775989127,27423.100858236507,27542.936167917596,27662.7736870709,27782.61340887579,27902.45532278771,28022.29941560027,28142.145672374143,28261.994077265226,28381.844614280664,28501.697267988122
600,26104.99244141687,26224.805429304677,26344.621657167598,26464.44074027335,26584.26239961945,26704.08643566835,26823.91270808189,26943.74112014364,27063.571606834153,27183.404125743564,27303.238650178413,27423.075163955946,27542.913657486028,27662.75412482456,27782.59656144763,27902.44096254589,28022.28732167729,28142.135629645014,28261.98587348843,28381.838035489127,28501.692092102887
900,26104.929947674114,26224.744036680542,26344.560873631897,26464.380536856246,26584.20301483615,26704.028242524164,26823.85612622701,26943.686560226055,27063.519437490384,27183.35465622578,27303.192123542623,27423.031757181463,27542.873485979188,27662.717249570767,27782.56299768479,27902.41068929399,28022.260291814997,28142.111780508563,28261.965138207146,28381.820355487744,28501.677431412434
1200,26104.865225651865,26224.68030057225,26344.498260484903,26464.31901376878,26584.1425115312,26703.96872040344,26823.79760758621,26943.629133701488,27063.463250419252,27183.299900827387,27303.13902121394,27422.980543414917,27542.824397209624,27662.670512462984,27782.518820852005,27902.369257094946,28022.22175964207,28142.076270797417,28261.932736228133,28381.791103786112,28501.651321516834
1500,26104.79954642749,26224.615793343157,26344.434920920055,26464.25688524641,26584.08162965196,26703.909097709176,26823.7392377949,26943.572003298945,27063.407350926147,27183.245238476175,27303.08562281594,27422.928458352602,27542.77369608134,27662.621283160366,27782.471162915404,27902.323275170107,28022.17755682147,28142.033942620787,28261.892366177064,28381.75276127059,28501.615063653007
1800,26104.732431194047,26224.550141698684,26344.37070248677,26464.194061563645,26584.02017057993,26703.84898006128,26823.680438788022,26943.514494649815,27063.351095667706,27183.190190654175,27303.03172939596,27422.875662440776,27542.721940641004,27662.57051461214,27782.421334236486,27902.27434830126,28022.12950431469,28141.986748495845,28261.846025881645,28381.707280432554,28501.570454937522
2100,26104.659739924642,26224.47944786758,26344.301877543337,26464.126985436193,26583.954726051415,26703.785053504806,26823.61792148705,26943.45328295119,27063.29109000574,27183.131294087427,27302.973846327823,27422.818697993138,27542.665800896077,27662.515107714957,27782.36657219047,27902.220149197532,28022.075794708966,28141.933465682538,28261.793119919435,28381.654715968973,28501.518213201805
2400,26104.57346371008,26224.39595998337,26344.220968053934,26464.048452105108,26583.87837615004,26703.710703685127,26823.54539792967,26943.38242208808,27063.221739511242,27183.063313790855,27302.907108849133,27422.75308906578,27542.601219455228,27662.451465884536,27782.303795310967,27902.15817601682,28022.014577823695,28141.872972274938,28261.733332778025,28381.595634691854,28501.45985531863
