Time,85000.0,85400.0,85800.0,86200.0,86600.0,87000.0,87400.0,87800.0,88200.0,88600.0,89000.0,89400.0,89800.0,90200.0,90600.0,91000.0,91400.0,91800.0,92200.0,92600.0,93000.0
0,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5,1562.5
300,1561.9002439564727,1561.984087420871,1562.0541574774936,1562.1127508500258,1562.1617723809416,1562.2028017889359,1562.2371487753078,1562.2658985040857,1562.2899491195496,1562.3100426677236,1562.3267905437847,1562.3406943853083,1562.3521631647745,1562.3615270961818,1562.3690488558566,1562.3749325214428,1562.3793305523927,1562.3823490667803,1562.3840516108692,1562.3844615666867,1562.3835632980783
600,1561.2643792064237,1561.341936462089,1561.4222698223925,1561.5022959945584,1561.5798799490308,1561.653599398355,1561.7225625518163,1561.7862677109392,1561.8444956776036,1561.8972278599178,1561.944584482216,1561.9867785163435,1562.024081914912,1562.056801496984,1562.0852624524723,1562.1097979277235,1562.1307435573315,1562.1484361388232,1562.1632159244045,1562.1754322423874,1562.18545237351
900,1560.582525504598,1560.6663748297647,1560.7481049562186,1560.8289208738322,1560.9091817188807,1560.9887334627924,1561.06713850698,1561.1438303609293,1561.2182144203928,1561.289730426112,1561.3578880651917,1561.4222840652158,1561.482606783346,1561.5386325216846,1561.5902164633435,1561.6372801068183,1561.679796294581,1561.7177723148322,1561.7512310498719,1561.7801897059428,1561.8046352497045
1200,1559.849266750034,1559.9353528608551,1560.0202113753135,1560.1034542579655,1560.185077707048,1560.2652109591281,1560.3439769993506,1560.421425007008,1560.4975069885581,1560.5720800450645,1560.6449220745171,1560.7157531538683,1560.7842579211,1560.8501063843064,1560.9129720160272,1560.9725469650118,1561.0285548947195,1561.0807624597114,1561.1289908510782,1561.17312925426,1561.2131525326784
1500,1559.056297933342,1559.143265116866,1559.2285894832046,1559.3123355018975,1559.3944383076343,1559.4748254725353,1559.5534610337936,1559.6303491934175,1559.705520277733,1559.7790118838648,1559.8508520008527,1559.9210471146034,1559.9895760816169,1560.0563893248902,1560.1214122829813,1560.1845517636013,1560.245703735708,1560.3047610088247,1560.3616191007402,1560.4161783054276,1560.4683394686149
1800,1558.1861921715695,1558.275089440624,1558.3619834138335,1558.4469153392022,1558.5299586000942,1558.6111757421381,1558.6906140641338,1558.7683150708995,1558.844325556125,1558.9187052216323,1558.991529560706,1559.0628885587735,1559.1328824438203,1559.2016157901362,1559.2691910732285,1559.335702492886,1559.4012306462103,1559.4658385210435,1559.5295693483592,1559.5924471584026,1559.6544814955319
2100,1557.2062516999295,1557.303514966419,1557.3980571185632,1557.4900750296244,1557.5797480943656,1557.6672530463493,1557.7527633470538,1557.836445595034,1557.9184574408982,1557.9989477151207,1558.078057992758,1558.1559245063854,1558.2326795289312,1558.308451727459,1558.3833653593522,1558.4575384625641,1558.5310803487778,1558.6040887292577,1558.6766466686922,1558.7488192376736,1558.820649152812
2400,1556.0678488573778,1556.1850031230633,1556.2983653963786,1556.4082299356842,1556.5148810298867,1556.6185878927608,1556.7196047984644,1556.8181712535475,1556.9145110900952,1557.0088308474294,1557.1013180907476,1557.1921401340376,1557.2814433519077,1557.369353028326,1557.455973545282,1557.541388652982,1557.6256615697428,1557.7088347186834,1557.7909290246603,1557.8719428978668,1557.9518513859912
2700,1554.7186560625225,1554.867056157967,1555.0104810062428,1555.1491819889334,1555.283403722709,1555.413381446315,1555.5393371805105,1555.6614765217175,1555.779986166639,1555.8950318457214,1556.0067564080193,1556.11527796352,1556.220688110173,1556.3230503225102,1556.4223985739684,1556.51873623316,1556.612035237419,1556.7022355155464,1556.7892446003498,1556.872937313241,1556.9531552642336
3000,1553.1341309723418,1553.3147879713829,1553.4898971355628,1553.6594235198431,1553.8233455989719,1553.9816494464544,1554.1343237649412,1554.2813551639967,1554.4227237411446,1554.5583990874748,1554.688336756004,1554.8124751605817,1554.9307328494256,1555.0430061099546,1555.1491668893054,1555.2490610403372,1555.3425069173613,1555.4292943473943,1555.5091839980785,1555.5819071700982,1555.6471660945022
3300,1551.3641210433468,1551.5556735500566,1551.7427831369228,1551.9248670690797,1552.1013856379307,1552.2718364027469,1552.435748643007,1552.5926782371773,1552.742202954584,1552.8839181527676,1553.0174329104182,1553.1423666421715,1553.2583462369873,1553.365003747798,1553.4619746475332,1553.5488966600003,1553.625409174657,1553.6911532594886,1553.745772292844,1553.7889132345717,1553.8202285328089
3600,1549.572446377112,1549.723987399443,1549.8747514950044,1550.0234912090273,1550.1690286970786,1550.310253680746,1550.4461213971178,1550.575650588824,1550.6979216434033,1550.8120749694383,1550.917309674831,1551.0128826024697,1551.0981077748509,1551.1723562956888,1551.2350567506587,1551.285696139853,1551.3238213643124,1551.349041276707,1551.361029295187,1551.3595265703257,1551.3443456955945
3900,1548.0329168668427,1548.0712549477278,1548.1149364135138,1548.162298503423,1548.211750573551,1548.2617809745775,1548.310963255631,1548.3579618258832,1548.401537174424,1548.4405507452661,1548.4739695563435,1548.5008706393862,1548.5204453633185,1548.5320036913224,1548.5349784100413,1548.528929358402,1548.513547673037,1548.4886600563038,1548.4542330629258,1548.410377390797,1548.3573521488584
4200,1547.0480967394474,1546.907312697172,1546.7786332290323,1546.660748481131,1546.5523784269715,1546.452291623878,1546.3593226001663,1546.2723879369994,1546.1905011115248,1546.112786160427,1546.0384902170388,1545.9669949684903,1545.8978270731545,1545.8306675702547,1545.765360304948,1545.7019193837177,1545.6405356660123,1545.5815822906188,1545.525619226587,1545.473396831228,1545.4258583908907
4500,1546.7852887162398,1546.4573742660768,1546.145347834083,1545.849451069823,1545.569861396588,1545.306719656717,1545.0601560457767,1544.8303142703335,1544.6173738740208,1544.4215706864213,1544.2432153566672,1544.082709940033,1543.9405625098516,1543.8173997716763,1543.7139776593526,1543.631189895063,1543.5700744975443,1543.5318182232531,1543.5177589274351,1543.5293858326875,1543.5683376943064
4800,1547.0733894606456,1546.6637227550436,1546.2662855796218,1545.8840589783292,1545.5198339640954,1545.1762370779113,1544.8557547126695,1544.5607559622738,1544.293513782294,1544.056224272924,1543.8510239184138,1543.680004638973,1543.5452265328922,1543.4487282060663,1543.3925346054446,1543.378662291409,1543.409122101427,1543.4859191748333,1543.6110503244893,1543.7864987579137,1544.0142261660199
5100,1547.2551663199797,1547.011940670124,1546.7665778247094,1546.525234475652,1546.2937705435854,1546.077755609388,1545.8824756080169,1545.712939414791,1545.573884987905,1545.4697847644375,1545.4048500409426,1545.383034103956,1545.4080339088162,1545.4832901390025,1545.6119855112572,1545.797041223958,1546.041111478477,1546.3465760345248,1546.715530790995,1547.1497764137503,1547.6508050609718
5400,1546.2125622276474,1546.4945032232386,1546.7496893991145,1546.9863659779028,1547.212463390248,1547.4355681391594,1547.662896179028,1547.9012684534125,1548.157088261513,1548.4363201522394,1548.7444700751305,1549.0865665500128,1549.4671426504603,1549.8902186307328,1550.3592850605676,1550.8772863673776,1551.4466047203607,1552.0690442256516,1552.7458154354583,1553.4775202073192,1554.2641369810249
5700,1542.6512787899285,1543.811422662665,1544.915985272578,1545.9723205624257,1546.9875992384966,1547.9687380306998,1548.9223336737828,1549.8546014735716,1550.7713183240032,1551.677770045774,1552.5787029265898,1553.478279354773,1554.3800374525701,1555.2868546316827,1556.2009150115136,1557.1236806594266,1558.0558666321206,1558.9974198163388,1559.9475015871253,1560.9044743205004,1561.865891815229
6000,1535.6382162146654,1537.835005609487,1539.9547270139585,1541.9994291452656,1543.9712755624873,1545.8724454918045,1547.705040377894,1549.4709964295187,1551.1720033906859,1552.809429736662,1554.3842544660304,1555.897005635239,1557.347705759806,1558.7358241873153,1560.0602365300358,1561.3191912293692,1562.5102833101214,1563.6304353693406,1564.6758858313717,1565.6421844886404,1566.5241953342945
6300,1525.2546064898468,1528.246537115061,1531.1614880608163,1533.991821671948,1536.7304242887142,1539.3706136996655,1541.9060510314516,1544.3306578035883,1546.6385388032859,1548.8239113633763,1550.8810415576634,1552.8041877609917,1554.5875519571791,1556.2252391151771,1557.711224893663,1559.0393318753847,1560.2032144755253,1561.19635261278,1562.0120541776596,1562.6434662788781,1563.083595196999
6600,1513.1092186580152,1516.1274081827348,1519.101839518017,1522.013055647974,1524.8425095513628,1527.5725279565042,1530.186275461307,1532.6677200582535,1535.0016010109273,1537.173399934641,1539.169315838588,1540.9762447915218,1542.5817647774988,1543.9741262135078,1545.1422485064043,1546.075722933686,1546.7648220407211,1547.2005156570167,1547.374493545805,1547.2791946151008,1546.9078425340942
6900,1502.410795901015,1504.2128526272725,1506.0399131296226,1507.863030015813,1509.6543431986936,1511.3871463355895,1513.0359474158847,1514.5765244690313,1515.9859772911016,1517.2427760072535,1518.3268072019148,1519.2194182583798,1519.903460456696,1520.3633312831903,1520.5850163090802,1520.5561308987808,1520.26596191222,1519.7055094711611,1518.8675287663907,1517.7465717930493,1516.3390288148723
7200,1497.3742512702363,1496.5457323233495,1495.8346836935914,1495.2105897292697,1494.6438171464638,1494.1058027463218,1493.569228893777,1493.0081871414272,1492.398330374013,1491.7170138294052,1490.943425324702,1490.058704980493,1489.0460546955692,1487.8908375787662,1486.5806674955627,1485.1054888363933,1483.457646562206,1481.6319465312693,1479.6257060621606,1477.438794640486,1475.073664633428
7500,1501.9404443651038,1497.4249945818697,1493.1162470969152,1488.994646559559,1485.0408554065598,1481.2360319820746,1477.5620927732061,1474.0019581181748,1470.5397808324715,1467.1611572778622,1463.8533204698224,1460.6053148823273,1457.4081526660545,1454.254951046956,1451.1410507196777,1448.0641150932486,1445.0242102879647,1442.0238658216695,1439.0681159625483,1436.164521764542,1433.3231738411437
7800,1518.079419589548,1509.8048802605506,1501.7863811425468,1494.028896564506,1486.5365846475713,1479.3130695472255,1472.3617096193645,1465.6858497766943,1459.2890564795066,1453.1753339787258,1447.3493206010146,1441.8164640334849,1436.5831747298835,1431.65695672044,1427.046515263855,1422.7618409321958,1418.814269867223,1415.216520090341,1411.9827038878109,1409.1283164276228,1406.6702008946631
8100,1544.223226077981,1533.5896767895317,1523.1866903886882,1513.0528350849956,1503.2247359580367,1493.7372393644232,1484.623571622314,1475.9154896234372,1467.643421231089,1459.836593537761,1452.523147274832,1445.7302358889708,1439.4841080223111,1433.8101723563161,1428.7330439992954,1424.2765718148578,1420.463846300613,1417.3171878332819,1414.8581152954878,1413.1072952913923,1412.0844723405253
8400,1574.511845211241,1564.4712772114578,1554.542324722522,1544.7959697418264,1535.3004379309582,1526.1211310356857,1517.3205671092105,1508.9583264222754,1501.0910011063222,1493.772146748081,1487.0522343347595,1480.9786011368415,1475.5953993077349,1470.9435411747572,1467.0606403923534,1463.9809483237518,1461.7352852108952,1460.3509658814478,1459.8517199259525,1460.2576064556363,1461.5849237212285
