x,y
0,600
0.1,506
33.96240032,507
67.92480065,508
101.887201,508
135.8496013,508
169.8120016,507
203.7744019,505
237.7368023,504
271.6992026,504
305.6616029,505
339.6240032,507
373.5864036,507
407.5488039,505
441.5112042,505
475.4736045,506
509.4360049,503
543.3984052,503
577.3608055,499
611.3232058,499
645.2856062,500
679.2480065,501
713.2104068,498
747.1728071,500
781.1352075,502
815.0976078,501
849.0600081,496
883.0224084,497
916.9848088,495
950.9472091,494
984.9096094,496
1018.87201,496
1052.83441,492
1086.79681,492
1120.759211,492
1154.721611,490
1188.684011,492
1222.646412,494
1256.608812,494
1290.571212,494
1324.533613,493
1358.496013,495
1392.458413,492
1426.420814,491
1460.383214,484
1494.345614,485
1528.308015,485
1562.270415,485
1596.232815,485
1630.195216,484
1664.157616,482
1698.120016,483
1732.082417,487
1766.044817,490
1800.007217,492
1833.969618,491
1867.932018,488
1901.894418,485
1935.856818,484
1969.819219,484
2003.781619,483
2037.744019,482.26218
2073.160689,480.61801
2106.493999,479.38515
2166.910699,478.03944
2206.494069,477.4826
2252.327339,477.529
2291.464259,478.67135
2337.744049,480.08121
2375.244039,480.87007
2402.327349,480.13051
2414.827399,474.88399
2429.410669,470.89327
2441.910719,468.48028
2475.244019,469.9652
2523.160669,470.89327
2555.973189,472.09267
2583.577449,472.70302
2611.311729,473.07927
2643.993989,473.63109
2679.671099,474.09488
2710.660749,474.18794
2720.779729,475.83593
2725.244019,477.46091
2739.827449,481.10209
2796.077389,479.33875
2900.095209,477.6433
2981.494079,476.36891
3112.743989,475.62645
3202.327389,475.48724
3289.164469,475.67765
3421.077389,475.44084
3545.556519,475.47321
3613.264849,475.69084
3712.223189,475.952
3789.827319,476.09049
3868.762539,476.11965
3900.374229,477.56247
3934.228399,479.12941
3960.363069,480.72744
3987.744149,481.75174
4007.563238,485
4041.525639,486
4075.488039,488
4109.450439,490
4143.41284,493
4177.37524,493
4211.33764,493
4245.300041,493
4279.262441,493
4313.224841,491
4347.187242,490
4381.149642,489
4415.112042,490
4449.074442,489
4483.036843,489
4516.999243,488
4550.961643,487
4584.924044,486
4618.886444,486
4652.848844,485
4686.811245,484
4720.773645,484
4754.736045,485
4788.698446,482
4822.660846,482
4856.623246,482
4890.585647,488
4924.548047,487
4958.510447,484
4992.472848,482
5026.435248,484
5060.397648,484
5094.360049,488
5128.322449,489
5162.284849,491
5196.24725,491
5230.20965,493
5264.17205,492
5298.134451,493
5332.096851,493
5366.059251,494
5400.021652,495
5433.984052,494
5467.946452,493
5501.908853,497
5535.871253,499
5569.833653,499
5603.796054,497
5637.758454,498
5671.720854,497
5705.683254,499
5739.645655,499
5773.608055,502
5807.570455,504
5841.532856,508
5875.495256,508
5909.457656,505
5943.420057,503
5977.382457,503
6011.344857,504
6045.307258,505
6079.269658,506
6113.232058,508
6147.194459,506
6181.156859,505
6215.119259,504
6249.08166,505
6283.04406,506
6317.00646,505
6350.968861,503
6384.931261,502
6418.893661,501
6452.856062,502
6486.818462,503
6520.780862,505
6554.743263,506
6588.705663,509
6622.668063,511
6656.630464,514
6690.592864,515
6724.555264,514
6758.517665,515
6792.480065,517
6826.442465,516
6860.404866,514
6894.367266,516
6928.329666,517
6962.292067,517
6996.254467,517
7030.216867,517
7064.179267,516
7098.141668,516
7132.104068,516
7166.066468,517
7200.028869,515
7200.1,600
