1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0
2517.1455399187553,2411.089645317087,2351.845328859902,2309.9272511769527,2274.554399074755,2241.5645688607074,2209.3369999213014,2177.1434226513093,2144.6551276229366,2111.6179294060075,2077.8414817677644,2043.0641176120325,2006.944524238476,1968.7767980713393,1926.7465748693762,1875.0
2957.7978637442047,2818.9572442900285,2740.2452666027502,2682.151472242247,2630.6902736652273,2580.570179170589,2529.627369791704,2476.826450135317,2421.5084742222584,2363.0909268546993,2300.926881744525,2234.204225309085,2161.799000805724,2081.8824019691265,1990.4462564429946,1875.0
3277.1205668307675,3125.462347574376,3038.348648195337,2972.1800703644194,2911.866014930024,2851.728818126142,2789.368613929739,2723.504584976642,2653.166717852549,2577.3568501537006,2494.858166811438,2404.0563858557184,2302.6673804868933,2187.1335687801675,2050.688994967484,1875.0
3497.683881252568,3341.2523146064805,3250.352983882918,3179.916639125449,3114.5526534694836,3048.482064668717,2979.1945930676966,2905.243743601423,2825.4191781940203,2738.380512929399,2642.4170756974454,2535.17906271473,2413.2429089836814,2271.2245122551763,2099.4201114375714,1875.0
3627.8902423542613,3471.605876313207,3379.8800665589856,3307.789263479518,3240.096916142483,3171.079614295062,3098.199579370798,3019.9191073359343,2934.876553701003,2841.5061092998094,2737.761875273271,2620.7780696408536,2486.2961022000586,2327.513554305371,2132.331598389771,1875.0
3671.003613913684,3518.599752522495,3428.4237643925676,3356.8705287288617,3289.1686205115343,3219.7564381895304,3146.132823402433,3066.736774699716,2980.1448440605427,2884.691488137385,2778.179005528054,2657.504735756372,2518.0201242200906,2352.242819728722,2146.8936089051786,1875.0
3627.890270244518,3482.8127281482775,3396.4523958997424,3327.5479705513103,3262.0631322102054,3194.6911086607424,3123.0263084314,3045.5496789356876,2960.8640649028794,2867.330490909135,2762.788220005141,2644.1941984350187,2507.0045678436536,2343.9343374321224,2142.084906674356,1875.0
3497.683909439591,3363.802672806607,3283.7740484919686,3219.801817410324,3158.8958281310966,3096.1138027014767,3029.211380202688,2956.779374377263,2877.535979791467,2789.995016646591,2692.2201196883884,2581.520015410271,2453.9376994175495,2303.225837319232,2118.326179843027,1875.0
3277.120600777249,3159.604405516849,3089.1354596214824,3032.8733059911297,2979.323947611125,2924.0725077024617,2865.122866521013,2801.25280487063,2731.3886198784635,2654.3222991913217,2568.520415355505,2471.9078628331145,2361.519308906114,2232.7748308150126,2077.4111382124984,1875.0
2957.797894268002,2864.6843869568597,2808.5983924307634,2763.9381227486306,2721.4625070790785,2677.565893512016,2630.6343828992635,2579.728107505222,2524.0782676410317,2462.871590754089,2395.126234387047,2319.5736291388694,2234.4725595644527,2137.155421088124,2022.3957075575688,1875.0
2517.145586041317,2463.4607507396754,2430.560640190685,2404.145927484929,2378.7247923318287,2352.0779220245545,2323.2219491699484,2291.6322384115397,2256.9387747747055,2218.801977808401,2176.854624328502,2130.6584152631112,2079.623663799168,2022.7360633000671,1957.443253869755,1875.0
1875.0168284468139,1901.348244206307,1914.8439482611102,1922.6947611179414,1927.4615859244275,1930.0649276533788,1930.8618819296796,1930.0248037653164,1927.6724121959528,1923.9146535451296,1918.8669003051095,1912.6492822910693,1905.366160224456,1897.0327085489118,1887.3451742664995,1875.0
1875.0168284468139,1874.6157492537097,1874.5450341041171,1874.6384471958877,1874.8312917031978,1875.024863615386,1875.2195298880347,1875.361870738199,1875.473903038707,1875.5246059782407,1875.539191947807,1875.5000655389706,1875.4293944114918,1875.3186505629835,1875.1807941841632,1875.0
1875.0168284468139,1875.0038458864733,1874.9966475144513,1874.991889553652,1874.988081045655,1874.9853231908726,1874.9832509126104,1874.9821779947656,1874.9818461995178,1874.9824247508895,1874.983687849069,1874.985685896297,1874.9882463563224,1874.991396291469,1874.9951615792982,1875.0
1875.0168284468139,1875.0121917385093,1875.009976645606,1875.0087416009765,1875.0078977604928,1875.007202055443,1875.0065557358523,1875.0059187768572,1875.005274382989,1875.0046177832328,1875.0039452536716,1875.0032569704797,1875.0025475057462,1875.0018061110206,1875.0009939993113,1875.0
1875.0168284468139,1875.0119026378175,1875.0095521614412,1875.0082531918447,1875.0073808301756,1875.0066786656187,1875.006041557974,1875.0054261991845,1875.0048148120666,1875.004199792157,1875.0035776660095,1875.0029457040807,1875.0022994559317,1875.001627040287,1875.0008942353547,1875.0
1875.0168284468139,1875.011907792713,1875.0095594925376,1875.0082612916653,1875.0073889648193,1875.0066865004271,1875.0060488541355,1875.0054328756853,1875.0048207582636,1875.004205004556,1875.0035820859207,1875.0029493543282,1875.0023022986868,1875.0016290735393,1875.0008953608292,1875.0
1875.0168284468139,1875.0119077318343,1875.0095594089091,1875.0082612035626,1875.0073888821835,1875.006686426481,1875.0060487911965,1875.005432822974,1875.0048207159361,1875.0042049708002,1875.0035820602059,1875.0029493347924,1875.0023022847206,1875.0016290639162,1875.0008953556448,1875.0
1875.0168284468139,1875.0119077321685,1875.0095594093123,1875.008261203904,1875.0073888823847,1875.0066864265384,1875.0060487911067,1875.0054328227732,1875.004820715646,1875.0042049704646,1875.0035820598507,1875.0029493344578,1875.0023022844298,1875.0016290636993,1875.0008953555214,1875.0
1875.0168284468139,1875.0119077321735,1875.0095594093207,1875.008261203915,1875.0073888823977,1875.0066864265532,1875.006048791122,1875.0054328227895,1875.0048207156617,1875.00420497048,1875.0035820598648,1875.0029493344705,1875.0023022844398,1875.0016290637068,1875.0008953555252,1875.0
